age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,y
58,,married,1.0,no,yes,telephone,5,2,295,3,0,nonexistent,0
36,blue-collar,married,3.0,no,no,telephone,5,2,296,1,0,nonexistent,0
59,retired,married,6.0,no,no,telephone,5,2,916,2,0,nonexistent,0
42,admin.,married,2.0,no,no,telephone,5,2,60,2,0,nonexistent,0
35,student,single,6.0,no,no,telephone,5,2,443,1,0,nonexistent,0
42,blue-collar,divorced,4.0,no,no,telephone,5,2,225,2,0,nonexistent,0
37,blue-collar,married,4.0,yes,no,telephone,5,2,262,2,0,nonexistent,0
49,blue-collar,married,1.0,no,no,telephone,5,2,431,2,0,nonexistent,0
39,blue-collar,married,3.0,yes,yes,telephone,5,2,358,2,0,nonexistent,0
46,blue-collar,married,3.0,no,no,telephone,5,2,565,2,0,nonexistent,0
36,admin.,married,4.0,no,no,telephone,5,2,753,6,0,nonexistent,1
35,technician,married,5.0,no,no,telephone,5,2,103,3,0,nonexistent,0
51,blue-collar,married,1.0,no,no,telephone,5,2,708,2,0,nonexistent,0
40,blue-collar,divorced,3.0,yes,yes,telephone,5,2,265,1,0,nonexistent,0
32,blue-collar,married,3.0,yes,no,telephone,5,2,255,2,0,nonexistent,0
42,admin.,divorced,6.0,no,no,telephone,5,2,434,2,0,nonexistent,0
25,admin.,single,6.0,no,no,telephone,5,2,59,1,0,nonexistent,0
46,blue-collar,married,2.0,yes,no,telephone,5,2,305,1,0,nonexistent,0
42,admin.,married,2.0,no,no,telephone,5,2,155,2,0,nonexistent,0
47,management,married,1.0,yes,no,telephone,5,2,805,2,0,nonexistent,0
56,admin.,married,4.0,no,no,telephone,5,2,242,1,0,nonexistent,0
27,blue-collar,married,1.0,no,no,telephone,5,2,19,9,0,nonexistent,0
47,housemaid,married,6.0,no,no,telephone,5,2,93,6,0,nonexistent,0
30,management,single,6.0,yes,no,telephone,5,2,211,3,0,nonexistent,0
48,admin.,divorced,4.0,no,no,telephone,5,2,31,2,0,nonexistent,0
45,management,married,4.160934688394962,yes,no,telephone,5,2,213,5,0,nonexistent,0
58,retired,married,4.0,yes,no,telephone,5,2,104,2,0,nonexistent,0
39,blue-collar,married,3.0,yes,no,telephone,5,2,342,3,0,nonexistent,0
54,admin.,married,6.0,no,no,telephone,5,2,172,2,0,nonexistent,0
33,management,single,6.0,yes,yes,telephone,5,2,160,3,0,nonexistent,0
58,retired,divorced,5.0,yes,no,telephone,5,2,535,2,0,nonexistent,0
39,admin.,married,4.0,yes,no,telephone,5,2,514,5,0,nonexistent,0
49,self-employed,married,5.0,yes,no,telephone,5,2,276,1,0,nonexistent,0
33,blue-collar,married,3.0,no,no,telephone,5,2,176,3,0,nonexistent,0
40,housemaid,divorced,4.160934688394962,no,no,telephone,5,2,20,1,0,nonexistent,0
49,services,married,4.0,yes,no,telephone,5,2,161,1,0,nonexistent,0
50,housemaid,single,4.160934688394962,yes,no,telephone,5,2,473,1,0,nonexistent,0
40,blue-collar,single,3.0,no,no,telephone,5,2,245,4,0,nonexistent,0
50,services,married,4.160934688394962,no,no,telephone,5,2,144,1,0,nonexistent,0
30,technician,married,6.0,no,no,telephone,5,2,123,1,0,nonexistent,0
32,admin.,married,6.0,yes,no,telephone,5,2,93,2,0,nonexistent,0
59,retired,married,1.0,no,no,telephone,5,2,188,3,0,nonexistent,0
53,technician,married,5.0,no,no,telephone,5,2,332,1,0,nonexistent,0
43,admin.,divorced,3.0,,,telephone,5,2,178,2,0,nonexistent,0
48,self-employed,married,3.0,yes,no,telephone,5,2,318,2,0,nonexistent,0
47,,divorced,1.0,no,no,telephone,5,2,94,1,0,nonexistent,0
53,blue-collar,married,3.0,yes,no,telephone,5,2,139,2,0,nonexistent,0
37,admin.,married,4.0,no,no,telephone,5,2,152,1,0,nonexistent,0
26,services,single,4.0,yes,no,telephone,5,2,188,1,0,nonexistent,0
38,technician,single,5.0,yes,no,telephone,5,2,94,2,0,nonexistent,0
36,admin.,married,6.0,no,no,telephone,5,2,54,3,0,nonexistent,0
45,admin.,married,3.0,yes,no,telephone,5,2,29,1,0,nonexistent,0
47,technician,married,3.0,yes,no,telephone,5,2,271,1,0,nonexistent,0
36,technician,married,5.0,no,yes,telephone,5,2,95,1,0,nonexistent,0
47,technician,married,3.0,no,no,telephone,5,2,227,1,0,nonexistent,0
31,management,married,6.0,no,no,telephone,5,2,190,1,0,nonexistent,0
29,blue-collar,married,2.0,no,yes,telephone,5,2,60,1,0,nonexistent,0
42,technician,single,4.160934688394962,no,no,telephone,5,2,162,4,0,nonexistent,0
41,services,married,3.0,yes,yes,telephone,5,2,296,1,0,nonexistent,0
27,technician,single,5.0,yes,no,telephone,5,2,125,1,0,nonexistent,0
35,admin.,single,4.0,yes,no,telephone,5,2,78,3,0,nonexistent,0
49,blue-collar,married,1.0,yes,no,telephone,5,2,67,2,0,nonexistent,0
45,blue-collar,married,1.0,,,telephone,5,2,93,1,0,nonexistent,0
50,technician,married,2.0,yes,no,telephone,5,2,119,2,0,nonexistent,0
49,blue-collar,married,3.0,yes,no,telephone,5,2,3,1,0,nonexistent,0
27,blue-collar,married,3.0,yes,no,telephone,5,2,297,3,0,nonexistent,0
58,retired,married,5.0,,,telephone,5,2,179,1,0,nonexistent,0
39,services,married,4.0,no,no,telephone,5,2,342,2,0,nonexistent,0
41,technician,married,3.0,yes,no,telephone,5,2,420,1,0,nonexistent,0
45,services,married,4.0,yes,no,telephone,5,2,378,1,0,nonexistent,0
48,blue-collar,married,1.0,yes,no,telephone,5,2,190,1,0,nonexistent,0
46,admin.,divorced,4.0,yes,no,telephone,5,2,354,2,0,nonexistent,0
49,blue-collar,married,1.0,no,no,telephone,5,2,190,1,0,nonexistent,0
33,services,married,4.0,no,no,telephone,5,2,131,1,0,nonexistent,0
46,blue-collar,married,1.0,no,no,telephone,5,2,367,1,0,nonexistent,0
51,retired,married,1.0,yes,yes,telephone,5,2,394,1,0,nonexistent,0
43,admin.,married,4.0,yes,no,telephone,5,2,91,2,0,nonexistent,0
51,admin.,married,4.0,no,no,telephone,5,2,280,1,0,nonexistent,0
43,blue-collar,married,3.0,no,no,telephone,5,2,768,2,0,nonexistent,0
38,blue-collar,married,2.0,no,no,telephone,5,2,184,1,0,nonexistent,0
56,unemployed,married,3.0,no,yes,telephone,5,2,43,2,0,nonexistent,0
34,services,married,4.0,yes,yes,telephone,5,2,108,2,0,nonexistent,0
35,admin.,single,6.0,yes,yes,telephone,5,2,195,2,0,nonexistent,0
45,admin.,married,3.0,yes,no,telephone,5,2,109,1,0,nonexistent,0
43,technician,married,3.0,no,yes,telephone,5,2,226,1,0,nonexistent,0
47,services,divorced,4.0,,,telephone,5,2,299,3,0,nonexistent,0
49,,married,4.160934688394962,no,no,telephone,5,2,192,1,0,nonexistent,0
36,housemaid,married,4.0,no,no,telephone,5,2,141,4,0,nonexistent,0
35,services,married,4.0,yes,no,telephone,5,2,87,1,0,nonexistent,0
27,blue-collar,married,3.0,,,telephone,5,2,169,2,0,nonexistent,0
54,retired,married,4.0,no,no,telephone,5,2,119,10,0,nonexistent,0
31,admin.,married,4.0,yes,no,telephone,5,2,101,13,0,nonexistent,0
33,blue-collar,married,1.0,no,no,telephone,5,2,210,1,0,nonexistent,0
29,management,married,6.0,no,no,telephone,5,2,129,4,0,nonexistent,0
40,blue-collar,married,2.0,yes,no,telephone,5,2,481,3,0,nonexistent,0
36,admin.,married,6.0,no,no,telephone,5,2,215,1,0,nonexistent,0
51,entrepreneur,married,3.0,yes,no,telephone,5,2,142,2,0,nonexistent,0
39,technician,married,5.0,no,no,telephone,5,2,411,2,0,nonexistent,0
36,management,married,6.0,no,no,telephone,5,2,93,1,0,nonexistent,0
30,services,single,4.0,no,no,telephone,5,2,65,1,0,nonexistent,0
36,blue-collar,divorced,4.0,no,no,telephone,5,2,531,2,0,nonexistent,0
37,technician,married,5.0,no,no,telephone,5,2,34,4,0,nonexistent,0
46,housemaid,married,1.0,no,no,telephone,5,2,788,3,0,nonexistent,0
44,blue-collar,married,4.160934688394962,no,yes,telephone,5,2,431,1,0,nonexistent,0
30,management,married,6.0,no,no,telephone,5,2,851,4,0,nonexistent,0
30,admin.,single,4.0,no,no,telephone,5,2,315,3,0,nonexistent,0
33,technician,single,4.0,no,no,telephone,5,2,214,1,0,nonexistent,0
54,management,divorced,6.0,yes,no,telephone,5,2,92,4,0,nonexistent,0
44,blue-collar,married,4.160934688394962,no,no,telephone,5,2,73,3,0,nonexistent,0
39,blue-collar,single,4.160934688394962,no,no,telephone,5,2,181,3,0,nonexistent,0
35,services,married,4.0,no,no,telephone,5,2,159,2,0,nonexistent,0
55,technician,married,5.0,no,no,telephone,5,2,58,2,0,nonexistent,0
29,admin.,single,4.0,yes,no,telephone,5,2,1052,1,0,nonexistent,0
55,services,married,4.0,no,no,telephone,5,2,165,2,0,nonexistent,0
36,technician,married,6.0,no,no,telephone,5,2,309,2,0,nonexistent,0
39,blue-collar,married,2.0,yes,no,telephone,5,2,163,2,0,nonexistent,0
58,admin.,married,2.0,yes,no,telephone,5,2,210,3,0,nonexistent,0
37,admin.,single,4.0,no,no,telephone,5,2,165,3,0,nonexistent,0
28,blue-collar,single,2.0,yes,no,telephone,5,2,331,2,0,nonexistent,0
34,management,married,6.0,yes,no,telephone,5,2,230,3,0,nonexistent,0
54,retired,divorced,1.0,yes,no,telephone,5,2,584,2,0,nonexistent,0
27,management,single,6.0,yes,no,telephone,5,2,134,2,0,nonexistent,0
31,entrepreneur,single,3.0,no,no,telephone,5,2,185,6,0,nonexistent,0
48,blue-collar,married,1.0,no,no,telephone,5,2,295,2,0,nonexistent,0
46,housemaid,married,1.0,no,no,telephone,5,2,86,4,0,nonexistent,0
40,technician,single,4.0,no,no,telephone,5,2,151,4,0,nonexistent,0
47,services,married,4.0,no,yes,telephone,5,2,69,11,0,nonexistent,0
47,blue-collar,married,5.0,yes,no,telephone,5,2,15,11,0,nonexistent,0
58,entrepreneur,married,6.0,no,no,telephone,5,2,437,2,0,nonexistent,0
51,self-employed,married,5.0,yes,yes,telephone,5,2,139,4,0,nonexistent,0
36,blue-collar,married,3.0,no,no,telephone,5,2,267,2,0,nonexistent,0
36,admin.,married,4.0,yes,no,telephone,5,2,259,5,0,nonexistent,0
36,blue-collar,single,6.0,yes,no,telephone,5,2,165,2,0,nonexistent,0
46,blue-collar,married,1.0,yes,no,telephone,5,2,566,2,0,nonexistent,0
50,services,married,4.0,yes,no,telephone,5,2,175,2,0,nonexistent,0
47,management,divorced,6.0,no,no,telephone,5,2,198,2,0,nonexistent,0
60,retired,married,4.0,yes,no,telephone,5,2,220,2,0,nonexistent,0
36,services,married,4.0,no,no,telephone,5,2,168,2,0,nonexistent,0
25,self-employed,single,6.0,no,no,telephone,5,2,247,3,0,nonexistent,0
40,entrepreneur,married,6.0,yes,no,telephone,5,2,291,2,0,nonexistent,0
36,technician,married,4.160934688394962,yes,no,telephone,5,2,322,2,0,nonexistent,0
37,services,married,4.0,yes,no,telephone,5,2,194,2,0,nonexistent,0
46,blue-collar,married,4.160934688394962,yes,no,telephone,5,2,379,2,0,nonexistent,0
49,services,married,4.0,no,yes,telephone,5,2,151,2,0,nonexistent,0
42,technician,married,5.0,no,no,telephone,5,2,166,4,0,nonexistent,0
37,blue-collar,married,4.0,no,no,telephone,5,2,64,2,0,nonexistent,0
36,technician,married,6.0,yes,yes,telephone,5,2,232,4,0,nonexistent,0
57,blue-collar,married,1.0,yes,yes,telephone,5,2,647,7,0,nonexistent,0
39,services,married,3.0,yes,no,telephone,5,2,322,3,0,nonexistent,0
28,admin.,married,4.0,no,no,telephone,5,2,337,6,0,nonexistent,0
47,blue-collar,married,1.0,yes,no,telephone,5,2,133,12,0,nonexistent,0
42,blue-collar,married,3.0,yes,no,telephone,5,2,50,3,0,nonexistent,0
34,entrepreneur,married,5.0,no,no,telephone,5,2,87,2,0,nonexistent,0
51,blue-collar,married,5.0,no,yes,telephone,5,2,771,2,0,nonexistent,0
30,services,single,4.160934688394962,yes,no,telephone,5,2,205,3,0,nonexistent,0
33,admin.,single,6.0,yes,no,telephone,5,2,76,2,0,nonexistent,0
58,blue-collar,married,1.0,yes,no,telephone,5,2,318,2,0,nonexistent,0
36,technician,married,3.0,no,no,telephone,5,2,109,9,0,nonexistent,0
39,blue-collar,divorced,3.0,no,no,telephone,5,2,304,2,0,nonexistent,0
31,services,single,4.0,no,no,telephone,5,2,209,2,0,nonexistent,0
45,services,single,5.0,,,telephone,5,2,271,2,0,nonexistent,0
34,blue-collar,single,1.0,yes,yes,telephone,5,2,1093,3,0,nonexistent,0
33,services,divorced,4.0,no,no,telephone,5,2,326,4,0,nonexistent,0
35,blue-collar,married,2.0,yes,no,telephone,5,2,389,2,0,nonexistent,0
39,technician,married,5.0,no,no,telephone,5,2,273,2,0,nonexistent,0
42,technician,single,4.0,no,no,telephone,5,2,264,3,0,nonexistent,0
37,admin.,married,4.0,no,no,telephone,5,2,1106,4,0,nonexistent,0
42,blue-collar,single,3.0,,,telephone,5,2,195,5,0,nonexistent,0
48,technician,single,4.160934688394962,,,telephone,5,2,69,19,0,nonexistent,0
29,admin.,married,4.0,no,no,telephone,5,2,214,2,0,nonexistent,0
59,retired,married,3.0,yes,no,telephone,5,2,87,9,0,nonexistent,0
32,blue-collar,single,3.0,no,no,telephone,5,2,122,7,0,nonexistent,0
31,services,married,3.0,no,no,telephone,5,2,945,2,0,nonexistent,1
52,management,married,1.0,yes,no,telephone,5,2,288,2,0,nonexistent,0
46,blue-collar,married,4.160934688394962,no,no,telephone,5,2,50,3,0,nonexistent,0
25,blue-collar,married,3.0,no,no,telephone,5,2,816,3,0,nonexistent,0
36,entrepreneur,married,2.0,yes,no,telephone,5,2,284,2,0,nonexistent,0
23,blue-collar,married,5.0,yes,no,telephone,5,2,116,4,0,nonexistent,0
42,admin.,single,6.0,yes,no,telephone,5,2,72,4,0,nonexistent,0
43,admin.,married,4.0,no,no,telephone,5,2,232,2,0,nonexistent,0
29,services,single,4.0,no,yes,telephone,5,2,262,2,0,nonexistent,0
45,admin.,married,4.0,yes,no,telephone,5,2,190,5,0,nonexistent,0
45,entrepreneur,married,6.0,yes,no,telephone,5,2,1721,2,0,nonexistent,1
27,technician,single,4.0,no,yes,telephone,5,2,351,2,0,nonexistent,0
35,admin.,married,4.0,yes,no,telephone,5,2,166,2,0,nonexistent,0
35,technician,married,5.0,no,no,telephone,5,2,104,2,0,nonexistent,0
39,blue-collar,divorced,4.0,yes,yes,telephone,5,2,163,3,0,nonexistent,0
29,technician,married,5.0,no,no,telephone,5,2,492,2,0,nonexistent,0
46,blue-collar,divorced,1.0,no,no,telephone,5,2,152,3,0,nonexistent,0
39,admin.,married,6.0,no,no,telephone,5,2,109,4,0,nonexistent,0
34,blue-collar,married,2.0,no,no,telephone,5,2,384,1,0,nonexistent,0
44,entrepreneur,divorced,6.0,yes,no,telephone,5,2,1032,1,0,nonexistent,0
35,blue-collar,married,4.160934688394962,no,no,telephone,5,3,128,2,0,nonexistent,0
33,technician,single,5.0,yes,yes,telephone,5,3,65,6,0,nonexistent,0
41,blue-collar,single,3.0,no,no,telephone,5,3,194,4,0,nonexistent,0
37,technician,married,6.0,no,no,telephone,5,3,360,2,0,nonexistent,0
40,admin.,single,6.0,yes,no,telephone,5,3,96,4,0,nonexistent,0
42,blue-collar,divorced,3.0,yes,no,telephone,5,3,20,11,0,nonexistent,0
55,blue-collar,married,3.0,yes,no,telephone,5,3,323,4,0,nonexistent,0
46,management,married,2.0,no,no,telephone,5,3,332,2,0,nonexistent,0
37,management,married,6.0,yes,no,telephone,5,3,735,8,0,nonexistent,0
39,technician,married,5.0,no,no,telephone,5,3,151,2,0,nonexistent,0
40,blue-collar,married,4.0,no,no,telephone,5,3,158,3,0,nonexistent,0
52,technician,married,4.0,yes,yes,telephone,5,3,73,2,0,nonexistent,0
43,management,married,6.0,,,telephone,5,3,407,4,0,nonexistent,0
51,blue-collar,married,1.0,yes,no,telephone,5,3,438,2,0,nonexistent,0
45,management,divorced,3.0,no,no,telephone,5,3,174,3,0,nonexistent,0
40,management,divorced,6.0,no,no,telephone,5,3,175,3,0,nonexistent,0
28,student,single,4.0,yes,no,telephone,5,3,313,4,0,nonexistent,0
33,admin.,single,4.0,,,telephone,5,3,137,4,0,nonexistent,0
47,self-employed,married,4.160934688394962,no,no,telephone,5,3,22,3,0,nonexistent,0
54,management,divorced,6.0,yes,no,telephone,5,3,328,4,0,nonexistent,0
46,,married,6.0,no,no,telephone,5,3,93,4,0,nonexistent,0
36,admin.,married,4.0,no,no,telephone,5,3,97,2,0,nonexistent,0
46,unemployed,married,5.0,yes,no,telephone,5,3,219,4,0,nonexistent,0
45,blue-collar,divorced,3.0,yes,no,telephone,5,3,455,3,0,nonexistent,0
46,management,married,6.0,no,yes,telephone,5,3,103,6,0,nonexistent,0
30,services,married,4.160934688394962,no,no,telephone,5,3,133,2,0,nonexistent,0
55,management,married,4.160934688394962,yes,yes,telephone,5,3,77,2,0,nonexistent,0
45,admin.,married,3.0,yes,yes,telephone,5,3,211,2,0,nonexistent,0
45,admin.,married,4.0,yes,no,telephone,5,3,72,2,0,nonexistent,0
51,admin.,married,1.0,yes,no,telephone,5,3,942,3,0,nonexistent,1
31,admin.,single,6.0,no,no,telephone,5,3,89,2,0,nonexistent,0
33,admin.,married,4.160934688394962,yes,no,telephone,5,3,108,4,0,nonexistent,0
45,services,divorced,4.0,yes,no,telephone,5,3,101,2,0,nonexistent,0
52,blue-collar,married,1.0,yes,yes,telephone,5,3,305,3,0,nonexistent,0
35,unemployed,married,6.0,yes,no,telephone,5,3,387,9,0,nonexistent,0
50,admin.,married,4.0,yes,no,telephone,5,3,146,4,0,nonexistent,0
48,admin.,married,6.0,yes,yes,telephone,5,3,160,1,0,nonexistent,0
41,management,married,4.160934688394962,yes,no,telephone,5,3,70,1,0,nonexistent,0
58,housemaid,married,6.0,no,no,telephone,5,3,162,1,0,nonexistent,0
36,admin.,single,6.0,no,no,telephone,5,3,117,4,0,nonexistent,0
44,blue-collar,single,1.0,no,no,telephone,5,3,381,1,0,nonexistent,0
38,blue-collar,single,6.0,no,no,telephone,5,3,109,1,0,nonexistent,0
38,blue-collar,married,2.0,yes,no,telephone,5,3,476,1,0,nonexistent,1
53,blue-collar,married,3.0,no,no,telephone,5,3,178,1,0,nonexistent,0
37,blue-collar,married,3.0,yes,no,telephone,5,3,260,1,0,nonexistent,0
29,admin.,single,6.0,no,no,telephone,5,3,231,1,0,nonexistent,0
35,services,married,4.0,no,no,telephone,5,3,188,1,0,nonexistent,0
59,entrepreneur,married,4.0,no,no,telephone,5,3,145,1,0,nonexistent,0
38,technician,married,2.0,yes,yes,telephone,5,3,163,3,0,nonexistent,0
34,technician,single,5.0,no,no,telephone,5,3,27,1,0,nonexistent,0
28,blue-collar,married,3.0,yes,no,telephone,5,3,282,1,0,nonexistent,0
43,blue-collar,married,4.160934688394962,no,yes,telephone,5,3,73,1,0,nonexistent,0
45,blue-collar,divorced,3.0,yes,yes,telephone,5,3,48,1,0,nonexistent,0
31,blue-collar,single,3.0,no,no,telephone,5,3,220,1,0,nonexistent,0
34,blue-collar,married,3.0,no,no,telephone,5,3,606,1,0,nonexistent,0
50,management,divorced,4.0,no,no,telephone,5,3,82,7,0,nonexistent,0
38,technician,single,6.0,no,no,telephone,5,3,451,3,0,nonexistent,0
39,technician,married,6.0,no,no,telephone,5,3,202,2,0,nonexistent,0
41,technician,married,4.0,yes,no,telephone,5,3,832,1,0,nonexistent,1
29,blue-collar,married,2.0,no,yes,telephone,5,3,168,3,0,nonexistent,0
34,admin.,single,4.0,yes,yes,telephone,5,3,230,1,0,nonexistent,0
45,technician,married,5.0,no,no,telephone,5,3,69,1,0,nonexistent,0
42,blue-collar,married,1.0,,,telephone,5,3,200,1,0,nonexistent,0
32,blue-collar,married,3.0,no,no,telephone,5,3,170,1,0,nonexistent,0
41,blue-collar,married,1.0,no,no,telephone,5,3,142,1,0,nonexistent,0
49,blue-collar,married,1.0,no,no,telephone,5,3,283,8,0,nonexistent,0
46,blue-collar,married,1.0,no,no,telephone,5,3,421,1,0,nonexistent,0
39,blue-collar,married,4.0,no,no,telephone,5,3,278,1,0,nonexistent,0
45,,married,4.160934688394962,,,telephone,5,3,179,1,0,nonexistent,0
48,management,married,1.0,no,no,telephone,5,3,238,1,0,nonexistent,0
33,blue-collar,married,3.0,yes,yes,telephone,5,3,110,2,0,nonexistent,0
52,blue-collar,married,2.0,yes,no,telephone,5,3,138,3,0,nonexistent,0
44,blue-collar,married,1.0,no,yes,telephone,5,3,218,2,0,nonexistent,0
44,management,married,6.0,no,no,telephone,5,3,158,2,0,nonexistent,0
33,unemployed,divorced,3.0,yes,no,telephone,5,3,105,1,0,nonexistent,0
57,blue-collar,divorced,5.0,no,no,telephone,5,3,106,1,0,nonexistent,0
31,management,married,4.0,no,no,telephone,5,3,217,1,0,nonexistent,0
52,admin.,married,4.0,,,telephone,5,3,132,1,0,nonexistent,0
40,blue-collar,single,3.0,yes,no,telephone,5,3,824,2,0,nonexistent,0
37,admin.,married,6.0,no,yes,telephone,5,3,243,1,0,nonexistent,0
39,blue-collar,married,2.0,no,no,telephone,5,3,488,12,0,nonexistent,0
34,self-employed,single,6.0,yes,no,telephone,5,3,148,2,0,nonexistent,0
38,technician,single,5.0,,,telephone,5,3,159,2,0,nonexistent,0
43,services,married,4.0,no,no,telephone,5,3,124,1,0,nonexistent,0
33,blue-collar,married,3.0,no,yes,telephone,5,3,452,1,0,nonexistent,0
51,services,married,4.0,yes,no,telephone,5,3,114,1,0,nonexistent,0
51,services,married,4.0,yes,no,telephone,5,3,92,1,0,nonexistent,0
50,housemaid,married,3.0,yes,yes,telephone,5,3,125,1,0,nonexistent,0
45,blue-collar,married,3.0,no,yes,telephone,5,3,145,2,0,nonexistent,0
27,admin.,single,4.0,yes,no,telephone,5,3,1328,1,0,nonexistent,1
50,admin.,married,6.0,yes,no,telephone,5,3,686,1,0,nonexistent,0
53,services,married,4.0,yes,no,telephone,5,3,80,1,0,nonexistent,0
42,management,married,6.0,yes,no,telephone,5,3,265,1,0,nonexistent,0
41,admin.,married,4.0,yes,no,telephone,5,3,300,1,0,nonexistent,0
57,retired,married,6.0,no,no,telephone,5,3,203,1,0,nonexistent,0
47,blue-collar,single,3.0,no,yes,telephone,5,3,71,1,0,nonexistent,0
29,housemaid,married,4.0,no,no,telephone,5,3,534,1,0,nonexistent,0
39,unemployed,single,6.0,no,yes,telephone,5,3,243,1,0,nonexistent,0
33,services,single,2.0,yes,no,telephone,5,3,230,1,0,nonexistent,0
51,services,married,4.0,yes,no,telephone,5,3,127,3,0,nonexistent,0
37,blue-collar,married,1.0,yes,no,telephone,5,3,1125,2,0,nonexistent,1
36,admin.,married,6.0,yes,no,telephone,5,3,136,2,0,nonexistent,0
48,blue-collar,married,1.0,yes,no,telephone,5,3,158,2,0,nonexistent,0
44,technician,single,4.160934688394962,no,no,telephone,5,3,267,2,0,nonexistent,0
